trial_number,batch_size,dropout,ensemble_method,heads,hidden_dim,lr,num_layers,pooling,use_self_loops,weight_decay,val_accuracy,test_accuracy,state
1652,64,0.5990595532123795,transform,4,256,0.0021986225863755396,2,mean,True,0.000562638086713067,0.9032258064516129,0.8371040723981901,COMPLETE
1653,64,0.5832479333848937,transform,8,256,0.0027531118229311524,2,mean,True,0.00015764457065983248,0.9032258064516129,0.8144796380090498,COMPLETE
1654,64,0.595687786904796,concat,4,256,0.0025218298080252983,3,mean,True,0.0007163118415288122,0.8709677419354839,0.8280542986425339,COMPLETE
1655,64,0.579158613066072,transform,8,64,0.004345658503328353,2,mean,True,0.0002553504986636412,0.9032258064516129,0.8371040723981901,COMPLETE
1656,64,0.5910191182424207,transform,4,128,0.002999519978928858,2,mean,True,0.0008251649033221117,0.9354838709677419,0.8416289592760181,COMPLETE
1657,128,0.5857507142836627,transform,4,256,0.0023864131938032,2,mean,True,0.0004990675923106346,0.9032258064516129,0.8054298642533937,COMPLETE
1658,64,0.5716072082549993,transform,8,256,0.0020796864205897864,2,mean,True,0.0006358132450107358,0.9032258064516129,0.8506787330316742,COMPLETE
1659,32,0.594216502741369,transform,4,256,0.003304028535808536,3,mean,True,0.0001921120213567455,0.8709677419354839,0.8099547511312217,COMPLETE
1660,64,0.5766139028908976,transform,4,256,0.0027586141600881406,2,mean,True,0.00045210803784340674,0.9032258064516129,0.8054298642533937,COMPLETE
1661,64,0.5892506904411554,transform,8,256,0.004013537024322984,2,mean,True,0.0006023893118865661,0.9032258064516129,0.8235294117647058,COMPLETE
1662,64,0.6084441169407793,transform,4,64,0.004960906924404905,2,mean,True,0.0007008582193573266,0.8709677419354839,0.8190045248868778,COMPLETE
1663,64,0.6789557703204141,transform,4,256,0.0030561832051764787,2,mean,True,0.0007724446546318484,0.8709677419354839,0.8371040723981901,COMPLETE
1664,64,0.6147532425719157,transform,8,256,0.002371301530541946,2,mean,True,0.00017582892113234396,0.9032258064516129,0.8506787330316742,COMPLETE
1665,64,0.5831606184194406,transform,4,128,0.0027032881956815646,2,mean,True,0.0002900085807206753,0.9354838709677419,0.8371040723981901,COMPLETE
1666,64,0.603196543880394,transform,4,256,0.009234919515056374,2,mean,True,0.000553292270595104,0.9032258064516129,0.8235294117647058,COMPLETE
1667,32,0.5665710107827477,transform,8,256,0.0035259074969714024,3,mean,True,0.0008653083624007701,0.8709677419354839,0.8280542986425339,COMPLETE
1668,64,0.6200713946133714,transform,4,256,0.0019750846708233346,2,add,True,0.0006479079637281833,0.8709677419354839,0.8144796380090498,COMPLETE
1669,64,0.5981416286660912,transform,4,64,0.0025185192759947348,3,mean,True,0.0007248108372931215,0.8387096774193549,0.832579185520362,COMPLETE
1670,128,0.5869690459626267,voting,8,256,0.0021684892446353003,1,mean,True,0.0002117662642613929,0.8387096774193549,0.8235294117647058,COMPLETE
1671,64,0.5813590207618242,transform,4,256,0.002959421280909889,2,mean,True,0.0003286242787558523,0.9032258064516129,0.8144796380090498,COMPLETE
1672,64,0.6330232747713077,average,4,256,0.003163119131114711,2,max,True,0.0005968099271322489,0.8709677419354839,0.7918552036199095,COMPLETE
1673,64,0.5947949742570572,transform,8,128,0.0017023135296421674,2,mean,True,0.0006791641101992624,0.9032258064516129,0.8461538461538461,COMPLETE
1674,64,0.5740105977799433,transform,4,256,0.002263318324823778,2,mean,True,0.0005328538875646786,0.9354838709677419,0.8371040723981901,COMPLETE
1675,64,0.5915084870687267,transform,4,256,0.0037621557508455156,2,mean,True,0.0002761941749537371,0.9354838709677419,0.7963800904977375,COMPLETE
1676,32,0.5786480889203942,transform,8,64,0.002599408937457588,2,mean,True,0.0008366565841104155,0.9032258064516129,0.8099547511312217,COMPLETE
1677,64,0.6006972586125748,transform,4,256,0.002802866898805836,3,mean,True,0.00024480849382428437,0.8709677419354839,0.8280542986425339,COMPLETE
1678,64,0.5867215065610679,transform,4,256,0.0033590672103384137,2,mean,True,0.000752544683561073,0.9032258064516129,0.832579185520362,COMPLETE
1679,64,0.5924966483384149,concat,8,256,0.0024565045709740024,2,mean,True,0.0006292507790019495,0.8709677419354839,0.8235294117647058,COMPLETE
1680,64,0.5844748123502249,transform,4,256,0.00817886497295395,2,mean,True,0.000913937969379844,0.8709677419354839,0.832579185520362,COMPLETE
1681,64,0.6056149605691556,transform,4,256,0.0015009430388088197,2,mean,True,0.0004958244004261426,0.9032258064516129,0.832579185520362,COMPLETE
1682,128,0.5978764822008463,transform,8,128,0.0029125362038609393,2,mean,True,0.00056976853998557,0.9032258064516129,0.8416289592760181,COMPLETE
1683,64,0.5806354292962439,transform,4,64,0.005292158953572619,2,mean,True,0.000695823079831487,0.8387096774193549,0.8461538461538461,COMPLETE
1684,64,0.5885234388592386,transform,4,256,0.0022423589579219534,2,mean,True,0.0007885816452134866,0.9032258064516129,0.8099547511312217,COMPLETE
1685,32,0.5915321461763745,transform,8,256,0.006726238600487132,2,mean,True,0.0004038830245746407,0.8709677419354839,0.8009049773755657,COMPLETE
1686,64,0.5836447996875482,transform,4,256,0.0026302425436540294,3,mean,True,0.0006288752080512716,0.9032258064516129,0.8054298642533937,COMPLETE
1687,64,0.5752797432730015,transform,4,256,0.0018375027661850282,2,mean,True,0.0006889204700576529,0.9354838709677419,0.8235294117647058,COMPLETE
1688,64,0.5955045713451582,transform,8,256,0.0031154527815818664,2,mean,True,0.00011980649409697156,0.9032258064516129,0.8461538461538461,COMPLETE
1689,64,0.6018693195116037,transform,4,64,0.002022912791407792,2,mean,True,0.0005769745741326208,0.9032258064516129,0.8144796380090498,COMPLETE
1690,64,0.5514814731375012,transform,4,256,0.003522225802858188,2,add,True,8.974111745767798e-05,0.9032258064516129,0.8054298642533937,COMPLETE
1691,64,0.6241281575603028,transform,8,128,0.0027776084441170014,3,mean,True,0.00022885508776777138,0.8709677419354839,0.7963800904977375,COMPLETE
1692,64,0.5898323718911253,voting,4,256,0.002396259860112025,2,mean,True,0.0001443104405510678,0.8709677419354839,0.8099547511312217,COMPLETE
1693,32,0.5788792442313501,transform,4,256,0.00584672027772089,2,mean,True,0.0007565238200471186,0.9354838709677419,0.8054298642533937,COMPLETE
1694,64,0.5220797903390946,transform,8,256,0.0031247712323898722,2,max,True,0.0005309096522531358,0.9032258064516129,0.8190045248868778,COMPLETE
1695,128,0.6084206903009428,transform,4,256,0.002855398613759674,2,mean,True,0.000642259402942731,0.9354838709677419,0.8280542986425339,COMPLETE
1696,64,0.5846067082275446,average,4,64,0.0001515951112501143,2,mean,True,0.0005992907643041764,0.6451612903225806,0.5746606334841629,COMPLETE
1697,64,0.5700517474045815,transform,8,256,0.00252220335335625,3,mean,True,0.0008720308209391807,0.8709677419354839,0.8190045248868778,COMPLETE
1698,64,0.5604222067663646,transform,4,256,0.003319104958488646,2,mean,True,0.00047112561740188,0.9032258064516129,0.8506787330316742,COMPLETE
1699,64,0.5977258261846266,transform,4,128,0.0021978175673890606,2,mean,True,0.0007190036991955185,0.9354838709677419,0.7963800904977375,COMPLETE
1700,64,0.616838882758579,transform,8,256,0.004509313640584189,2,mean,True,0.0008103090238437491,0.9354838709677419,0.8280542986425339,COMPLETE
1701,64,0.5944007780295226,transform,4,256,0.003874199843198888,2,mean,True,0.0002595934431850599,0.9354838709677419,0.8235294117647058,COMPLETE
1702,32,0.5885338372058468,transform,4,256,0.002584930674886275,2,mean,True,0.0006630632593353101,0.9032258064516129,0.8144796380090498,COMPLETE
1703,64,0.5797165027060049,transform,8,64,0.009986069790922557,3,mean,True,0.0005833180090269861,0.9032258064516129,0.832579185520362,COMPLETE
1704,64,0.586348549982934,concat,4,256,0.002888577396345428,2,mean,True,0.0001982833855807098,0.8709677419354839,0.8280542986425339,COMPLETE
1705,64,0.5734874945055112,transform,4,256,0.0019515767544354226,2,mean,True,0.0007299934532986223,0.9032258064516129,0.746606334841629,COMPLETE
1706,64,0.5922176605579078,transform,8,256,0.007519172773579964,2,mean,True,0.000990883516971109,0.8709677419354839,0.8190045248868778,COMPLETE
1707,128,0.5831910246288623,transform,4,256,0.002379894152097504,2,mean,True,0.0005266955930670178,0.9032258064516129,0.7194570135746606,COMPLETE
1708,64,0.5981701591372975,transform,4,128,0.0031139612504094715,2,mean,True,0.0006540708370494664,0.9032258064516129,0.7149321266968326,COMPLETE
1709,64,0.5911773052796953,transform,8,64,0.008583375837057748,2,mean,True,0.0008346638086924274,0.8709677419354839,0.8144796380090498,COMPLETE
1710,64,0.6052739393143577,transform,4,256,0.002150332816792754,3,mean,True,0.00028632418961965604,0.9032258064516129,0.8054298642533937,COMPLETE
1711,32,0.5770540572107689,transform,4,256,0.0027022350303021426,2,mean,True,0.0007676999510285544,0.9032258064516129,0.8280542986425339,COMPLETE
1712,64,0.6013060914695723,transform,8,256,0.003656419346686561,2,add,True,0.0006210110223175825,0.8387096774193549,0.8009049773755657,COMPLETE
1713,64,0.5876167621703672,transform,4,256,0.0028828840387190814,1,mean,True,0.00021929694047799389,0.8387096774193549,0.8280542986425339,COMPLETE
1714,64,0.5823044901460569,transform,8,256,0.002326254512934845,2,mean,True,0.0006900901009469777,0.9032258064516129,0.8371040723981901,COMPLETE
1715,64,0.6124329860893064,transform,4,64,0.003186879970593531,3,mean,True,0.0009178019701438256,0.8709677419354839,0.8280542986425339,COMPLETE
1716,64,0.5951211842529217,transform,4,256,0.0026011071968964736,2,max,True,0.0005564653453981064,0.7419354838709677,0.665158371040724,COMPLETE
1717,64,0.589397200341429,voting,8,128,0.003375740112961476,2,mean,True,0.0004388548639165521,0.8064516129032258,0.7782805429864253,COMPLETE
1718,64,0.6288192574001529,transform,4,256,0.0018283453912016638,2,mean,True,0.0007271199010357662,0.8709677419354839,0.8416289592760181,COMPLETE
1719,32,0.5809801445957125,transform,4,256,0.0021034807575861314,2,mean,True,0.0005003032649306721,0.9032258064516129,0.8190045248868778,COMPLETE
1720,128,0.5673038425575493,average,8,256,0.0024906182197376513,2,mean,True,0.0006077345601188929,0.8709677419354839,0.8280542986425339,COMPLETE
1721,64,0.5853610003642769,transform,4,256,0.0026934535119779654,2,mean,True,0.0002474470718250519,0.9032258064516129,0.832579185520362,COMPLETE
1722,64,0.5286581183566629,transform,4,64,0.0029413179515452984,3,mean,True,0.0008050637637452102,0.9032258064516129,0.8099547511312217,COMPLETE
1723,64,0.5950225817204288,transform,8,256,0.00229353391324555,2,mean,True,0.0006658995586747059,0.9032258064516129,0.8190045248868778,COMPLETE
1724,64,0.5757449601365526,transform,4,256,0.0030542740034731506,2,mean,True,0.00032496026152150053,0.9032258064516129,0.8190045248868778,COMPLETE
1725,64,0.6012929210052717,transform,4,256,0.004271427778362958,2,mean,True,0.0005818298613078456,0.9032258064516129,0.7873303167420814,COMPLETE
1726,64,0.5911945003665011,transform,8,128,0.00346080593476127,2,mean,True,0.0007251304410830528,0.9032258064516129,0.832579185520362,COMPLETE
1727,64,0.5874693179336491,concat,4,256,0.0025166538184573798,2,mean,True,0.0006457650378941718,0.8709677419354839,0.8235294117647058,COMPLETE
1728,32,0.5800593561704469,transform,4,256,0.006217551753852086,2,mean,True,0.0001697269076924207,0.8709677419354839,0.8371040723981901,COMPLETE
1729,64,0.5976614594421126,transform,8,64,0.0009246513293754199,3,mean,True,0.0005553045747129761,0.8387096774193549,0.8371040723981901,COMPLETE
1730,64,0.570580554615342,transform,4,256,0.0028311011749804767,2,mean,True,0.000857973523884217,0.9354838709677419,0.751131221719457,COMPLETE
1731,64,0.6198736186491977,transform,4,256,0.0016288009438961831,2,mean,True,0.0007630820784169717,0.9032258064516129,0.8371040723981901,COMPLETE
1732,128,0.6072937226664058,transform,8,256,0.002338710211862494,2,mean,True,0.0003598128289180758,0.9354838709677419,0.8190045248868778,COMPLETE
1733,64,0.5939270314848283,transform,4,256,0.0019205215579228998,3,mean,True,0.0004834203595682033,0.9354838709677419,0.8371040723981901,COMPLETE
1734,64,0.5891022306488735,transform,4,128,0.0039784493387125044,2,mean,True,0.00020164454246600255,0.9032258064516129,0.7963800904977375,COMPLETE
1735,64,0.577869107871049,transform,8,256,0.0032713810973824206,2,add,True,0.0006759651809855947,0.8709677419354839,0.8190045248868778,COMPLETE
1736,64,0.5855305279095423,transform,4,64,0.0020897164748561042,2,mean,True,0.00023301143083755488,0.8387096774193549,0.8054298642533937,COMPLETE
1737,32,0.5834093665215883,transform,4,256,0.002648714155598043,2,max,True,0.00061504483712875,0.7419354838709677,0.6108597285067874,COMPLETE
1738,64,0.5641167207591471,transform,8,256,0.0030643638966380256,2,mean,True,0.0002803385622196679,0.9032258064516129,0.8144796380090498,COMPLETE
1739,64,0.6035347971695693,transform,4,256,0.0027789108125903577,2,mean,True,0.0005282610524726798,0.9032258064516129,0.832579185520362,COMPLETE
1740,64,0.5987168914281441,transform,4,256,0.0011331403873815773,2,mean,True,0.0007948935958413671,0.8709677419354839,0.8461538461538461,COMPLETE
1741,64,0.592926474512036,transform,8,256,0.002342863061322947,2,mean,True,0.00090206247036086,0.9032258064516129,0.8280542986425339,COMPLETE
1742,64,0.5740488514333782,voting,4,64,0.0025278773974947775,3,mean,True,0.0007002329812660056,0.8709677419354839,0.8280542986425339,COMPLETE
1743,64,0.6145995037556309,transform,4,256,0.008623882328511096,2,mean,True,0.0005996698755733005,0.8709677419354839,0.8190045248868778,COMPLETE
1744,128,0.5843022594616533,transform,8,256,0.003649923117793576,2,mean,True,0.0006609282063211574,0.9354838709677419,0.7873303167420814,COMPLETE
1745,64,0.5897762993351623,transform,4,128,0.007045889523341734,2,mean,True,0.0007542174537381784,0.9032258064516129,0.7828054298642534,COMPLETE
1746,32,0.6095746794949014,transform,4,256,0.0005319125609491706,3,mean,True,0.00025792773342882887,0.8709677419354839,0.832579185520362,COMPLETE
1747,64,0.5791993262529259,average,8,256,0.0029765459334597333,2,mean,True,0.0005649571192357777,0.8709677419354839,0.8235294117647058,COMPLETE
1748,64,0.5950019914899579,transform,4,256,0.0054007028941283905,2,mean,True,0.0006194820447533775,0.8709677419354839,0.7918552036199095,COMPLETE
1749,64,0.6261815837116822,transform,4,64,0.007799323465162396,2,mean,True,0.0003091318961771883,0.8709677419354839,0.8280542986425339,COMPLETE
1750,64,0.5424300792936362,transform,8,256,0.0022517525574031385,2,mean,True,0.00010906858012949432,0.9354838709677419,0.8371040723981901,COMPLETE
1751,64,0.582010934705823,transform,4,256,0.004774465005691322,3,mean,True,0.0007050720591683103,0.9032258064516129,0.8235294117647058,COMPLETE
1752,64,0.5893465426217683,transform,4,128,0.003266705267070328,2,mean,True,0.0004972702710377307,0.9032258064516129,0.8190045248868778,COMPLETE
1753,64,0.5990840352576673,concat,8,256,0.002727741163883805,2,mean,True,0.0008196350013373077,0.9032258064516129,0.8280542986425339,COMPLETE
1754,32,0.5940256260203818,transform,4,256,0.0020619491749456396,2,mean,True,0.0009443607968098169,0.9032258064516129,0.8144796380090498,COMPLETE
1755,64,0.5761967072433063,transform,4,256,0.00918359245226977,2,mean,True,0.00042636236566681053,0.9354838709677419,0.832579185520362,COMPLETE
1756,64,0.5853641983549115,transform,8,64,0.0028658715354188537,2,add,True,0.00018209497870719268,0.6451612903225806,0.48868778280542985,COMPLETE
1757,128,0.6049134208548318,transform,4,256,0.0017376231156844496,2,mean,True,0.0006373792313504763,0.8709677419354839,0.8280542986425339,COMPLETE
1758,64,0.5872061244521959,transform,4,256,0.002519719833130055,2,mean,True,0.0005362094520521013,0.9032258064516129,0.7601809954751131,COMPLETE
1759,64,0.5918637471852484,transform,8,256,0.0031521901085613917,2,max,True,0.0007297534810409392,0.7096774193548387,0.6153846153846154,COMPLETE
1760,64,0.6015814822597717,transform,4,128,0.003649689375438878,4,mean,True,0.00023170105160349148,0.9032258064516129,0.8099547511312217,COMPLETE
1761,64,0.5811971687361525,transform,4,256,0.0022827439875571388,3,mean,True,0.0005853149149047239,0.9032258064516129,0.7782805429864253,COMPLETE
1762,64,0.5985588740273686,transform,8,256,0.0026377001602344123,2,mean,True,0.0006621462488936758,0.9032258064516129,0.8235294117647058,COMPLETE
1763,32,0.5734004796869083,transform,4,64,0.0019489325989498138,2,mean,True,0.0008166351620075182,0.9032258064516129,0.8190045248868778,COMPLETE
1764,64,0.5881267341570634,transform,4,256,0.0033857953184362913,2,mean,True,0.0007397288807542762,0.9032258064516129,0.8144796380090498,COMPLETE
1765,64,0.617992112244393,voting,8,256,0.002822261837214754,2,mean,True,0.000995628375164134,0.8387096774193549,0.7963800904977375,COMPLETE
1766,64,0.5923644148325757,transform,4,256,0.0024852321459245164,3,mean,True,0.0002074019427423173,0.9032258064516129,0.7918552036199095,COMPLETE
1767,64,0.5546424733157407,transform,4,256,0.0029562067619470682,2,mean,True,0.0005432637171726839,0.9032258064516129,0.8190045248868778,COMPLETE
1768,64,0.5823201625325619,average,8,256,0.002115415107498363,2,mean,True,0.0006808905128304539,0.9032258064516129,0.8190045248868778,COMPLETE
1769,64,0.596251602869615,transform,4,128,0.00043240990279344533,2,mean,True,0.00046379850547677043,0.8709677419354839,0.8416289592760181,COMPLETE
1770,128,0.5797381327850314,transform,8,64,0.0023496663852568688,2,mean,True,0.0002739373053123304,0.8709677419354839,0.8416289592760181,COMPLETE
1771,64,0.6126870360174553,transform,4,256,0.003131660421368109,2,mean,True,0.0005919382458715862,0.9032258064516129,0.7601809954751131,COMPLETE
1772,32,0.5707106893859791,transform,4,256,0.0026920568552217493,2,mean,True,0.0007873956195252368,0.9032258064516129,0.8190045248868778,COMPLETE
1773,64,0.5841663357738442,transform,8,256,0.0039080180551360165,3,mean,True,0.0008928670468005931,0.9032258064516129,0.7873303167420814,COMPLETE
1774,64,0.5909856086750493,transform,4,256,0.0024826186859899504,2,mean,True,0.0006464516589947155,0.9032258064516129,0.832579185520362,COMPLETE
1775,64,0.5777631929564502,concat,4,256,0.002945525148769113,2,mean,True,0.0007315629328844282,0.8709677419354839,0.8190045248868778,COMPLETE
1776,64,0.5865967387797919,transform,8,64,0.0033932558020958697,2,mean,True,0.0006172798441431723,0.8709677419354839,0.832579185520362,COMPLETE
1777,64,0.5959230009900104,transform,4,256,0.0021652864914875323,2,mean,True,0.0008517490977111595,0.9354838709677419,0.8235294117647058,COMPLETE
1778,64,0.6018970668394847,transform,4,128,0.0026856653918130575,3,add,True,0.0005503112196091898,0.5806451612903226,0.48868778280542985,COMPLETE
1779,64,0.5894767018983299,transform,8,256,0.0030411227974000035,2,mean,True,0.0006615506729947541,0.9032258064516129,0.8099547511312217,COMPLETE
1780,32,0.5845974618128705,transform,4,256,0.002357540698400325,2,mean,True,0.0005016737124090987,0.9032258064516129,0.8280542986425339,COMPLETE
1781,64,0.5764567879342086,transform,4,256,0.006613245644252715,2,max,True,0.0007043917706681639,0.8387096774193549,0.7420814479638009,COMPLETE
1782,128,0.5948935493648205,transform,8,256,0.0018845937952809324,2,mean,True,0.0002275040198896724,0.9032258064516129,0.8190045248868778,COMPLETE
1783,64,0.6079197157515571,transform,4,64,0.0002614449256468239,2,mean,True,0.00025887655422775994,0.5806451612903226,0.5248868778280543,COMPLETE
1784,64,0.6237260375611039,transform,4,256,0.0012382592888335665,3,mean,True,0.0007639045875318328,0.9032258064516129,0.8371040723981901,COMPLETE
1785,64,0.6913223183856013,transform,8,256,0.004296178214854377,2,mean,True,0.000604839703692978,0.9032258064516129,0.832579185520362,COMPLETE
1786,64,0.59159831186969,transform,4,256,0.0036054387052040786,2,mean,True,0.0003039390948337837,0.9354838709677419,0.8280542986425339,COMPLETE
1787,64,0.5808195116048065,transform,4,128,0.0027592817730598207,2,mean,True,0.0006939434138418768,0.9032258064516129,0.8280542986425339,COMPLETE
1788,64,0.586688390495531,transform,8,256,0.0024667953547354376,2,mean,True,0.0005740338288130396,0.9032258064516129,0.832579185520362,COMPLETE
1789,32,0.5980022097936298,transform,4,256,0.0032490124946124113,3,mean,True,0.0008099735029701184,0.9032258064516129,0.8144796380090498,COMPLETE
1790,64,0.6046954645941607,voting,4,64,0.0021143971156854,2,mean,True,0.0006324432568558752,0.8709677419354839,0.8144796380090498,COMPLETE
1791,64,0.5685261203331035,transform,8,256,0.0029091502592852748,2,mean,True,0.0009168175309390981,0.9032258064516129,0.8235294117647058,COMPLETE
1792,64,0.5731709974057776,average,4,256,0.0025548011028961315,2,mean,True,0.00040215755087509315,0.8709677419354839,0.8280542986425339,COMPLETE
1793,64,0.5885957825400393,transform,4,256,0.0077621361115835985,2,mean,True,6.776563438176675e-05,0.8709677419354839,0.8099547511312217,COMPLETE
1794,128,0.5930135673230102,transform,8,256,0.0022403455338645766,2,mean,True,0.00018734459754513275,0.9354838709677419,0.8144796380090498,COMPLETE
1795,64,0.582885337552598,transform,4,128,0.0015793506478510324,2,mean,True,0.00015699732010626672,0.8709677419354839,0.8144796380090498,COMPLETE
1796,64,0.601137314278509,transform,4,256,0.0031548744551422015,3,mean,True,0.0005055491078252237,0.9032258064516129,0.8099547511312217,COMPLETE
1797,64,0.5360078154555189,transform,8,64,0.0017860362634053429,2,mean,True,0.0006939844201154943,0.9032258064516129,0.832579185520362,COMPLETE
1798,32,0.6109757504381773,transform,4,256,0.009997842295228215,2,mean,True,0.0007559415265081554,0.9032258064516129,0.7963800904977375,COMPLETE
1799,64,0.5862544454690786,transform,4,256,0.0026944385642527838,2,add,True,0.0005627395187173209,0.8709677419354839,0.8190045248868778,COMPLETE
1800,64,0.5808672420678522,concat,8,256,0.0020181398928891194,2,mean,True,0.0003440239288511792,0.8709677419354839,0.8235294117647058,COMPLETE
1801,64,0.5971627473304699,transform,4,256,0.0035657588369941064,1,mean,True,0.00024257020914115462,0.8709677419354839,0.8235294117647058,COMPLETE
1802,64,0.5131442613075582,transform,4,64,0.0060425235013218635,2,mean,True,0.00021256921212955298,0.9032258064516129,0.8235294117647058,COMPLETE
1803,64,0.5777393596932879,transform,8,256,0.002406262992710854,2,max,True,0.0006331190284538095,0.8387096774193549,0.746606334841629,COMPLETE
1804,64,0.5915511837041655,transform,4,128,0.00294424458061676,3,mean,True,0.000459916570007166,0.9032258064516129,0.7963800904977375,COMPLETE
1805,64,0.5001776715260937,transform,4,256,0.00858181212258795,2,mean,True,0.000836193170870617,0.8709677419354839,0.7420814479638009,COMPLETE
1806,128,0.5880570860459724,transform,8,256,0.004752534792237319,2,mean,True,0.0006890000232619156,0.9032258064516129,0.8054298642533937,COMPLETE
1807,32,0.5939965315332798,transform,4,256,0.0039287851823584,2,mean,True,0.000594610307215815,0.9032258064516129,0.832579185520362,COMPLETE
1808,64,0.6208909048419812,transform,4,256,0.0033580377953133502,3,mean,True,0.0007596105150044801,0.9032258064516129,0.8235294117647058,COMPLETE
1809,64,0.5845075980363943,transform,8,64,0.002700170964683292,2,mean,True,0.0005383046712276854,0.8709677419354839,0.7918552036199095,COMPLETE
1810,64,0.5987366414651836,transform,4,256,0.0021718737067327634,2,mean,True,0.0006455149450508676,0.9032258064516129,0.8099547511312217,COMPLETE
1811,64,0.6168731207771868,transform,4,256,0.00303137688092039,2,mean,True,0.000906893662955517,0.9032258064516129,0.8144796380090498,COMPLETE
1812,64,0.5753821180224069,transform,8,256,0.002573592990577407,2,mean,True,0.00026627824993767055,0.9032258064516129,0.8371040723981901,COMPLETE
1813,64,0.6032083965941311,voting,4,128,0.002336328953478482,2,mean,True,0.0007800933309497037,0.9032258064516129,0.8280542986425339,COMPLETE
1814,64,0.5062416724056157,transform,4,256,0.0028300738740088443,2,mean,True,0.0007178326789879374,0.9032258064516129,0.7918552036199095,COMPLETE
1815,32,0.5900024592873241,transform,8,256,0.0032454955730204828,3,mean,True,0.0005947665879633641,0.9032258064516129,0.8190045248868778,COMPLETE
1816,64,0.6969002323545986,transform,4,64,0.0020051345560538236,4,mean,True,0.0005173413970961339,0.6774193548387096,0.48868778280542985,COMPLETE
1817,64,0.5827805577907262,average,4,256,0.0013830042558208237,2,mean,True,0.0001399830002147166,0.8709677419354839,0.8371040723981901,COMPLETE
1818,64,0.5954550680673045,transform,8,256,0.002454806582285583,2,mean,True,0.0006591185039588418,0.8709677419354839,0.8416289592760181,COMPLETE
1819,128,0.5773540380172667,transform,4,256,0.0027904831308234327,2,mean,True,0.0008244118637592026,0.9354838709677419,0.8190045248868778,COMPLETE
1820,64,0.5867881855293771,transform,4,256,0.003549139228820371,2,mean,True,0.0007098888098908593,0.8709677419354839,0.8144796380090498,COMPLETE
1821,64,0.5463666877223554,transform,8,128,0.003070527094836037,2,add,True,0.00028047388452218206,0.7741935483870968,0.8054298642533937,COMPLETE
1822,64,0.5632013381532068,transform,4,256,0.006997095567705331,2,mean,True,0.0006059623150417272,0.9032258064516129,0.8009049773755657,COMPLETE
1823,64,0.6066052167401285,transform,4,64,0.002308721458466381,2,mean,True,0.0005461653410004221,0.8709677419354839,0.8280542986425339,COMPLETE
1824,32,0.5805438767475056,transform,8,256,0.0026168672927682863,3,mean,True,0.0006586061606205168,0.9032258064516129,0.8371040723981901,COMPLETE
1825,64,0.5720803858125578,concat,4,256,0.001925063586676002,2,mean,True,0.00021516600252227835,0.9032258064516129,0.8371040723981901,COMPLETE
1826,64,0.6005448148099769,transform,8,256,0.002903591331508599,2,mean,True,0.0002472756993925394,0.9032258064516129,0.8099547511312217,COMPLETE
1827,64,0.5922065046397822,transform,4,256,0.005227369597611329,2,mean,True,0.0003820172314537439,0.9032258064516129,0.8190045248868778,COMPLETE
1828,64,0.589192618899494,transform,4,256,0.0022050335907675554,2,mean,True,0.0008705842430215084,0.8709677419354839,0.8371040723981901,COMPLETE
1829,64,0.584029620428823,transform,8,64,0.002499038707286548,3,max,True,0.0007540325446406606,0.41935483870967744,0.49321266968325794,COMPLETE
1830,64,0.5961460113758991,transform,4,256,0.003358792633294863,2,mean,True,0.00019082121890831306,0.9032258064516129,0.8235294117647058,COMPLETE
1831,64,0.5786008087817759,transform,4,128,0.009243793986693347,2,mean,True,0.0005766850520274982,0.9032258064516129,0.8099547511312217,COMPLETE
1832,128,0.5919301909115672,transform,8,256,0.002691899523410343,2,mean,True,0.0004927912089526622,0.9032258064516129,0.7782805429864253,COMPLETE
1833,32,0.5861977692767038,transform,4,256,0.0007471157914983891,2,mean,True,0.0006468254570623133,0.9032258064516129,0.8280542986425339,COMPLETE
1834,64,0.6131531116565585,transform,4,256,0.003981377307957684,2,mean,True,0.0008012691987175869,0.9032258064516129,0.7873303167420814,COMPLETE
1835,64,0.5985702659366731,transform,8,256,0.00310694181683878,2,mean,True,0.0009996089651529135,0.9354838709677419,0.8009049773755657,COMPLETE
1836,64,0.5899657936222367,transform,4,64,0.007987944918369863,2,mean,True,0.00045888117771891653,0.8709677419354839,0.8190045248868778,COMPLETE
1837,64,0.5819848611657384,transform,4,256,0.0017260609348237112,1,mean,True,0.000708405784537339,0.8709677419354839,0.8416289592760181,COMPLETE
1838,64,0.5730047367864589,voting,8,256,0.0024489814002909616,3,mean,True,0.00017380909580288687,0.9032258064516129,0.8190045248868778,COMPLETE
1839,64,0.5945675279239615,transform,4,128,0.002129179410327445,2,mean,True,0.0006075253593552443,0.9032258064516129,0.8009049773755657,COMPLETE
1840,64,0.6094910785618058,transform,4,256,0.0028451469605812046,2,mean,True,0.0005319243043805437,0.9032258064516129,0.8054298642533937,COMPLETE
1841,32,0.6051377358847795,transform,8,256,0.003646362098978009,2,mean,True,0.0006923967494253184,0.9032258064516129,0.8099547511312217,COMPLETE
1842,64,0.5880962870489775,transform,4,256,0.005576881666507888,2,mean,True,0.0007570634251927847,0.9032258064516129,0.8190045248868778,COMPLETE
1843,64,0.5834602164639394,transform,4,64,0.003045046377995148,3,mean,True,0.0003025746272733929,0.9032258064516129,0.8099547511312217,COMPLETE
1844,128,0.5776125944030661,average,8,256,0.002578677335502509,2,add,True,0.0008666789335003368,0.8709677419354839,0.8235294117647058,COMPLETE
